station_id,date,temp_avg_f,temp_max_f,temp_min_f,temp_extreme_max_f,temp_extreme_min_f,precip_total_in,precip_max_daily_in,days_precip_01in,days_precip_10in,days_precip_1in,cooling_degree_days,heating_degree_days,cooling_dd_season,heating_dd_season,days_min_lte_32f,days_max_lte_32f,days_max_gte_70f,days_max_gte_90f,days_max_lte_0f,wind_speed_avg_mph,year,month,is_growing_season
USC00118740,1933-07-01,25.71,32.24,19.17,37.2,13.3,15.5,10.9,2.0,2.0,0.0,228.6,0.0,488.4,0.0,0.0,0.0,31.0,15.0,0.0,,1933,7,True
USC00118740,1933-08-01,22.76,28.84,16.67,33.3,11.7,111.7,40.1,7.0,5.0,2.0,137.1,0.0,625.5,0.0,0.0,0.0,31.0,4.0,0.0,,1933,8,True
USC00118740,1933-09-01,22.35,28.3,16.4,36.1,8.9,130.6,66.3,7.0,5.0,1.0,126.6,6.0,752.1,6.0,0.0,0.0,29.0,6.0,0.0,,1933,9,True
USC00118740,1933-10-01,11.69,17.33,6.04,26.7,-0.6,86.6,24.6,11.0,7.0,0.0,2.3,208.4,754.4,214.4,1.0,0.0,8.0,0.0,0.0,,1933,10,False
USC00118740,1933-11-01,4.63,10.0,-0.75,25.6,-11.1,17.0,5.8,5.0,3.0,0.0,1.1,412.4,755.5,626.8,20.0,3.0,2.0,0.0,0.0,,1933,11,False
USC00118740,1933-12-01,1.23,5.63,-3.17,17.8,-18.9,28.5,8.4,7.0,4.0,0.0,0.0,530.3,755.5,1157.1,20.0,8.0,0.0,0.0,1.0,,1933,12,False
USC00118740,1934-01-01,0.49,4.52,-3.54,14.4,-18.9,36.1,13.2,8.0,4.0,0.0,0.0,553.1,0.0,1710.2,26.0,8.0,0.0,0.0,2.0,,1934,1,False
USC00118740,1934-02-01,-4.13,0.78,-9.05,16.1,-23.3,19.3,9.1,6.0,3.0,0.0,0.0,629.1,0.0,2339.3,28.0,12.0,0.0,0.0,3.0,,1934,2,False
USC00118740,1934-03-01,1.76,6.92,-3.39,20.6,-15.6,91.5,26.7,13.0,7.0,1.0,0.0,513.6,0.0,2852.9,21.0,5.0,0.0,0.0,0.0,,1934,3,False
USC00118740,1934-04-01,11.03,17.26,4.81,24.4,-1.7,26.2,9.1,9.0,4.0,0.0,0.0,219.0,0.0,3071.9,5.0,0.0,6.0,0.0,0.0,,1934,4,True
USC00118740,1934-05-01,19.68,27.1,12.26,36.1,2.8,13.5,6.9,3.0,3.0,0.0,75.3,33.6,75.3,3105.5,0.0,0.0,29.0,5.0,0.0,,1934,5,True
USC00118740,1934-06-01,25.83,32.6,19.05,39.4,11.7,135.5,64.8,9.0,8.0,1.0,224.8,0.0,300.1,3105.5,0.0,0.0,30.0,17.0,0.0,,1934,6,True
USC00118740,1934-07-01,27.06,33.6,20.52,40.0,12.2,53.0,24.9,11.0,7.0,0.0,270.5,0.0,570.6,0.0,0.0,0.0,31.0,19.0,0.0,,1934,7,True
USC00118740,1934-08-01,23.27,28.79,17.76,37.2,6.7,123.9,32.3,10.0,8.0,2.0,161.2,8.0,731.8,8.0,0.0,0.0,31.0,8.0,0.0,,1934,8,True
USC00118740,1934-09-01,18.06,22.95,13.16,30.6,5.6,177.6,41.1,13.0,10.0,3.0,43.4,51.8,775.2,59.8,0.0,0.0,19.0,0.0,0.0,,1934,9,True
USC00118740,1934-10-01,14.38,20.38,8.39,27.2,-1.7,22.0,16.5,4.0,2.0,0.0,3.1,125.5,778.3,185.3,2.0,0.0,19.0,0.0,0.0,,1934,10,False
USC00118740,1934-11-01,7.74,12.25,3.22,20.6,-4.4,138.4,42.4,13.0,10.0,1.0,0.0,317.9,778.3,503.2,9.0,0.0,0.0,0.0,0.0,,1934,11,False
USC00118740,1934-12-01,-2.38,1.05,-5.82,10.0,-18.3,56.4,13.2,10.0,6.0,0.0,0.0,642.2,778.3,1145.4,30.0,9.0,0.0,0.0,2.0,,1934,12,False
USC00118740,1935-01-01,-1.72,2.35,-5.8,11.7,-19.4,55.1,23.6,8.0,5.0,0.0,0.0,606.2,0.0,1751.6,23.0,9.0,0.0,0.0,1.0,,1935,1,False
USC00118740,1935-02-01,0.59,4.25,-3.06,15.6,-12.2,32.5,10.9,10.0,3.0,0.0,0.0,496.7,0.0,2248.3,22.0,5.0,0.0,0.0,0.0,,1935,2,False
USC00118740,1935-03-01,8.08,13.24,2.92,23.3,-5.6,68.4,23.4,14.0,7.0,0.0,0.3,318.1,0.3,2566.4,10.0,1.0,4.0,0.0,0.0,,1935,3,False
USC00118740,1935-04-01,9.34,14.3,4.37,28.9,-1.7,72.8,27.4,8.0,6.0,1.0,3.6,273.5,3.9,2839.9,6.0,0.0,6.0,0.0,0.0,,1935,4,True
USC00118740,1935-05-01,13.5,18.32,8.69,26.1,1.7,176.1,42.7,19.0,14.0,2.0,6.9,156.6,10.8,2996.5,0.0,0.0,12.0,0.0,0.0,,1935,5,True
USC00118740,1935-06-01,19.81,24.93,14.69,31.1,8.9,92.4,33.5,14.0,12.0,1.0,71.0,26.6,81.8,3023.1,0.0,0.0,25.0,0.0,0.0,,1935,6,True
USC00118740,1935-07-01,25.39,30.78,20.0,35.0,13.9,104.4,20.3,10.0,8.0,0.0,218.8,0.0,300.6,0.0,0.0,0.0,31.0,9.0,0.0,,1935,7,True
USC00118740,1935-08-01,23.59,28.77,18.41,35.6,8.9,60.0,30.0,7.0,5.0,1.0,174.9,12.0,475.5,12.0,0.0,0.0,30.0,7.0,0.0,,1935,8,True
USC00118740,1935-09-01,19.04,25.36,12.73,32.8,3.3,100.2,43.2,6.0,4.0,2.0,62.9,41.6,538.4,53.6,0.0,0.0,23.0,3.0,0.0,,1935,9,True
USC00118740,1935-10-01,12.89,18.39,7.39,28.3,-2.8,41.9,20.1,11.0,5.0,0.0,7.7,176.4,546.1,230.0,4.0,0.0,10.0,0.0,0.0,,1935,10,False
USC00118740,1935-11-01,4.66,8.4,0.91,22.2,-8.9,108.1,45.7,12.0,6.0,1.0,0.0,410.3,546.1,640.3,9.0,2.0,1.0,0.0,0.0,,1935,11,False
USC00118740,1935-12-01,-3.96,-0.32,-7.6,11.1,-22.8,33.7,13.5,10.0,5.0,0.0,0.0,691.0,546.1,1331.3,28.0,18.0,0.0,0.0,4.0,,1935,12,False
USC00118740,1936-01-01,-6.7,-2.61,-10.8,12.8,-29.4,32.8,7.6,13.0,5.0,0.0,0.0,776.1,0.0,2107.4,29.0,15.0,0.0,0.0,9.0,,1936,1,False
USC00118740,1936-02-01,-7.27,-2.19,-12.36,15.6,-23.9,71.5,44.5,8.0,4.0,1.0,0.0,742.6,0.0,2850.0,26.0,17.0,0.0,0.0,10.0,,1936,2,False
USC00118740,1936-03-01,6.12,11.27,0.97,22.2,-7.8,39.3,16.5,9.0,4.0,0.0,0.0,378.6,0.0,3228.6,12.0,0.0,1.0,0.0,0.0,,1936,3,False
USC00118740,1936-04-01,8.71,14.68,2.73,28.9,-6.7,76.4,46.0,13.0,5.0,1.0,0.3,289.0,0.3,3517.6,12.0,1.0,9.0,0.0,0.0,,1936,4,True
USC00118740,1936-05-01,18.55,24.5,12.59,29.4,3.3,100.1,30.2,8.0,6.0,2.0,53.5,46.9,53.8,3564.5,0.0,0.0,26.0,0.0,0.0,,1936,5,True
USC00118740,1936-06-01,22.17,29.79,14.54,38.3,8.3,12.0,5.6,7.0,1.0,0.0,122.7,7.8,176.5,3572.3,0.0,0.0,30.0,9.0,0.0,,1936,6,True
USC00118740,1936-07-01,28.34,35.48,21.2,42.2,11.7,34.3,17.0,8.0,3.0,0.0,310.2,0.0,486.7,0.0,0.0,0.0,31.0,24.0,0.0,,1936,7,True
USC00118740,1936-08-01,26.1,32.32,19.88,38.3,12.8,89.9,34.0,10.0,7.0,1.0,240.7,0.0,727.4,0.0,0.0,0.0,31.0,15.0,0.0,,1936,8,True
USC00118740,1936-09-01,21.11,26.59,15.63,34.4,6.1,148.1,36.3,11.0,8.0,2.0,117.5,34.2,844.9,34.2,0.0,0.0,24.0,8.0,0.0,,1936,9,True
USC00118740,1936-10-01,12.64,18.09,7.18,26.7,-3.3,88.7,19.6,10.0,7.0,0.0,5.6,182.2,850.5,216.4,3.0,0.0,12.0,0.0,0.0,,1936,10,False
USC00118740,1936-11-01,3.61,8.63,-1.41,18.9,-6.7,105.7,103.4,3.0,1.0,1.0,0.0,441.6,850.5,658.0,23.0,3.0,0.0,0.0,0.0,,1936,11,False
USC00118740,1936-12-01,1.15,5.52,-3.22,15.6,-15.0,93.2,49.8,9.0,5.0,1.0,0.0,532.7,850.5,1190.7,25.0,4.0,0.0,0.0,0.0,,1936,12,False
USC00118740,1937-01-01,-2.01,2.46,-6.48,13.9,-18.9,151.6,50.5,14.0,11.0,1.0,0.0,630.6,0.0,1821.3,31.0,11.0,0.0,0.0,1.0,,1937,1,False
USC00118740,1937-02-01,-1.97,2.2,-6.13,14.4,-15.0,37.9,14.5,10.0,4.0,0.0,0.0,568.4,0.0,2389.7,25.0,11.0,0.0,0.0,0.0,,1937,2,False
USC00118740,1937-03-01,2.96,7.7,-1.78,18.9,-7.2,19.4,6.4,6.0,4.0,0.0,0.0,476.5,0.0,2866.2,20.0,4.0,0.0,0.0,0.0,,1937,3,False
USC00118740,1937-04-01,10.21,15.39,5.03,27.8,-1.7,136.7,26.2,16.0,12.0,1.0,1.1,244.8,1.1,3111.0,5.0,0.0,9.0,0.0,0.0,,1937,4,True
USC00118740,1937-05-01,17.07,22.92,11.22,33.3,4.4,65.8,28.2,8.0,4.0,2.0,43.5,82.7,44.6,3193.7,0.0,0.0,18.0,2.0,0.0,,1937,5,True
USC00118740,1937-06-01,21.34,26.71,15.97,35.0,7.8,137.9,37.8,13.0,10.0,1.0,103.0,12.8,147.6,3206.5,0.0,0.0,28.0,3.0,0.0,,1937,6,True
USC00118740,1937-07-01,23.51,29.19,17.82,32.8,9.4,61.7,24.9,8.0,5.0,0.0,161.9,1.4,309.5,1.4,0.0,0.0,31.0,4.0,0.0,,1937,7,True
USC00118740,1937-08-01,24.73,30.45,19.01,35.0,13.3,20.4,11.2,6.0,2.0,0.0,198.3,0.0,507.8,1.4,0.0,0.0,31.0,11.0,0.0,,1937,8,True
USC00118740,1937-09-01,18.58,25.05,12.1,33.3,3.3,135.7,78.5,4.0,3.0,2.0,67.5,60.1,575.3,61.5,0.0,0.0,23.0,3.0,0.0,,1937,9,True
USC00118740,1937-10-01,11.11,16.13,6.1,29.4,-3.3,99.7,32.3,9.0,7.0,1.0,9.4,233.3,584.7,294.8,6.0,0.0,7.0,0.0,0.0,,1937,10,False
USC00118740,1937-11-01,3.3,8.55,-1.96,24.4,-12.8,37.9,13.7,8.0,5.0,0.0,0.0,451.0,584.7,745.8,16.0,7.0,1.0,0.0,0.0,,1937,11,False
USC00118740,1937-12-01,-2.32,0.6,-5.24,12.8,-14.4,52.3,13.2,13.0,6.0,0.0,0.0,640.2,584.7,1386.0,30.0,12.0,0.0,0.0,0.0,,1937,12,False
USC00118740,1938-01-01,-2.44,1.56,-6.44,12.2,-16.1,40.1,20.3,8.0,3.0,0.0,0.0,644.0,0.0,2030.0,28.0,9.0,0.0,0.0,0.0,,1938,1,False
USC00118740,1938-02-01,3.18,6.89,-0.54,20.0,-11.7,58.2,18.0,14.0,5.0,0.0,0.0,424.3,0.0,2454.3,19.0,5.0,0.0,0.0,0.0,,1938,2,False
USC00118740,1938-03-01,8.69,13.88,3.5,24.4,-3.3,183.1,39.1,20.0,12.0,3.0,1.1,300.1,1.1,2754.4,10.0,0.0,3.0,0.0,0.0,,1938,3,False
USC00118740,1938-04-01,11.83,17.32,6.34,27.8,-3.3,86.8,27.2,8.0,5.0,2.0,5.9,201.0,7.0,2955.4,7.0,0.0,12.0,0.0,0.0,,1938,4,True
USC00118740,1938-05-01,16.46,22.13,10.79,29.4,1.1,126.5,31.8,14.0,10.0,1.0,32.2,90.3,39.2,3045.7,0.0,0.0,19.0,0.0,0.0,,1938,5,True
USC00118740,1938-06-01,21.05,26.37,15.72,33.3,10.6,144.1,61.2,11.0,9.0,1.0,86.3,5.0,125.5,3050.7,0.0,0.0,30.0,2.0,0.0,,1938,6,True
USC00118740,1938-07-01,24.45,29.97,18.93,35.6,15.6,163.9,42.2,9.0,8.0,2.0,189.6,0.0,315.1,0.0,0.0,0.0,31.0,7.0,0.0,,1938,7,True
USC00118740,1938-08-01,24.28,29.75,18.8,35.0,12.8,108.7,31.8,7.0,6.0,2.0,184.3,0.0,499.4,0.0,0.0,0.0,31.0,6.0,0.0,,1938,8,True
USC00118740,1938-09-01,20.38,26.05,14.71,32.2,3.9,22.3,11.7,8.0,3.0,0.0,97.7,36.4,597.1,36.4,0.0,0.0,24.0,1.0,0.0,,1938,9,True
USC00118740,1938-10-01,15.49,22.54,8.44,31.1,-1.1,63.5,44.7,3.0,2.0,1.0,29.2,117.3,626.3,153.7,1.0,0.0,17.0,0.0,0.0,,1938,10,False
USC00118740,1938-11-01,6.58,12.01,1.15,24.4,-11.7,40.0,18.3,5.0,4.0,0.0,0.6,353.2,626.9,506.9,16.0,5.0,4.0,0.0,0.0,,1938,11,False
USC00118740,1938-12-01,-0.41,3.48,-4.3,12.8,-13.3,50.1,23.6,10.0,6.0,0.0,0.0,581.0,626.9,1087.9,27.0,4.0,0.0,0.0,0.0,,1938,12,False
USC00118740,1939-01-01,0.76,4.66,-3.14,15.0,-12.2,94.6,36.6,14.0,8.0,1.0,0.0,544.7,0.0,1632.6,24.0,7.0,0.0,0.0,0.0,,1939,1,False
USC00118740,1939-02-01,-0.99,3.94,-5.91,15.6,-15.6,94.4,45.2,9.0,7.0,1.0,0.0,540.9,0.0,2173.5,27.0,6.0,0.0,0.0,0.0,,1939,2,False
USC00118740,1939-03-01,5.52,10.93,0.11,27.2,-10.0,122.7,67.3,6.0,4.0,2.0,1.7,398.8,1.7,2572.3,16.0,3.0,3.0,0.0,0.0,,1939,3,False
USC00118740,1939-04-01,8.73,14.16,3.29,26.1,-6.1,137.0,39.4,15.0,8.0,2.0,0.6,288.8,2.3,2861.1,8.0,0.0,6.0,0.0,0.0,,1939,4,True
USC00118740,1939-05-01,18.6,25.06,12.14,31.7,1.7,30.3,12.2,8.0,4.0,0.0,64.1,55.9,66.4,2917.0,0.0,0.0,23.0,0.0,0.0,,1939,5,True
USC00118740,1939-06-01,22.76,27.71,17.82,32.2,10.6,156.6,85.1,13.0,9.0,1.0,143.4,10.5,209.8,2927.5,0.0,0.0,27.0,2.0,0.0,,1939,6,True
USC00118740,1939-07-01,24.13,29.7,18.56,36.7,13.3,44.0,18.8,4.0,3.0,0.0,179.8,0.0,389.6,0.0,0.0,0.0,31.0,6.0,0.0,,1939,7,True
USC00118740,1939-08-01,22.6,28.68,16.53,32.8,12.2,162.2,90.2,7.0,6.0,2.0,132.5,0.0,522.1,0.0,0.0,0.0,31.0,3.0,0.0,,1939,8,True
USC00118740,1939-09-01,22.0,29.46,14.53,37.2,5.0,8.1,4.3,3.0,2.0,0.0,130.5,20.7,652.6,20.7,0.0,0.0,28.0,10.0,0.0,,1939,9,True
USC00118740,1939-10-01,13.76,20.57,6.95,31.7,-2.2,64.5,15.2,8.0,6.0,0.0,25.1,166.9,677.7,187.6,5.0,0.0,17.0,0.0,0.0,,1939,10,False
USC00118740,1939-11-01,5.29,10.17,0.41,17.8,-3.9,28.7,23.1,4.0,2.0,0.0,0.0,391.3,677.7,578.9,14.0,0.0,0.0,0.0,0.0,,1939,11,False
USC00118740,1939-12-01,1.43,6.15,-3.28,16.1,-20.6,23.8,10.2,5.0,3.0,0.0,0.0,523.9,677.7,1102.8,23.0,5.0,0.0,0.0,1.0,,1939,12,False
USC00118740,1940-01-01,-9.86,-5.89,-13.82,3.3,-25.0,36.4,18.5,7.0,3.0,0.0,0.0,873.9,0.0,1976.7,31.0,26.0,0.0,0.0,11.0,,1940,1,False
USC00118740,1940-02-01,-0.84,2.16,-3.83,7.8,-16.1,28.0,8.4,10.0,4.0,0.0,0.0,555.9,0.0,2532.6,27.0,5.0,0.0,0.0,0.0,,1940,2,False
USC00118740,1940-03-01,2.78,7.07,-1.52,22.8,-11.7,52.6,13.5,10.0,7.0,0.0,0.0,482.2,0.0,3014.8,21.0,4.0,3.0,0.0,0.0,,1940,3,False
USC00118740,1940-04-01,9.64,15.19,4.09,26.7,-5.6,100.7,25.9,11.0,6.0,1.0,1.4,262.2,1.4,3277.0,6.0,0.0,5.0,0.0,0.0,,1940,4,True
USC00118740,1940-05-01,14.72,20.27,9.18,29.4,0.0,115.2,35.8,16.0,11.0,1.0,17.2,129.0,18.6,3406.0,1.0,0.0,13.0,0.0,0.0,,1940,5,True
USC00118740,1940-06-01,22.53,28.37,16.69,33.3,7.8,128.1,36.3,10.0,6.0,2.0,129.2,3.4,147.8,3409.4,0.0,0.0,30.0,2.0,0.0,,1940,6,True
USC00118740,1940-07-01,24.46,31.13,17.8,37.2,8.9,24.1,20.3,4.0,2.0,0.0,194.0,3.9,341.8,3.9,0.0,0.0,31.0,14.0,0.0,,1940,7,True
USC00118740,1940-08-01,23.78,29.82,17.75,36.1,9.4,71.2,35.8,12.0,5.0,1.0,174.7,5.8,516.5,9.7,0.0,0.0,31.0,11.0,0.0,,1940,8,True
USC00118740,1940-09-01,18.92,25.99,11.84,34.4,1.7,12.2,12.2,1.0,1.0,0.0,68.8,51.3,585.3,61.0,0.0,0.0,24.0,4.0,0.0,,1940,9,True
USC00118740,1940-10-01,15.52,22.12,8.93,30.0,1.7,49.1,18.3,9.0,4.0,0.0,15.6,102.7,600.9,163.7,0.0,0.0,18.0,0.0,0.0,,1940,10,False
USC00118740,1940-11-01,4.2,9.11,-0.7,23.3,-11.1,97.2,35.3,9.0,7.0,2.0,0.0,423.9,600.9,587.6,17.0,6.0,1.0,0.0,0.0,,1940,11,False
USC00118740,1940-12-01,1.96,5.75,-1.84,14.4,-16.7,63.0,14.5,11.0,8.0,0.0,0.0,507.7,600.9,1095.3,24.0,2.0,0.0,0.0,0.0,,1940,12,False
USC00118740,1941-01-01,-1.21,2.31,-4.73,11.1,-16.1,34.1,7.1,12.0,5.0,0.0,0.0,605.9,0.0,1701.2,26.0,10.0,0.0,0.0,0.0,,1941,1,False
USC00118740,1941-02-01,-2.64,1.36,-6.64,13.9,-17.2,16.2,5.8,8.0,2.0,0.0,0.0,587.2,0.0,2288.4,27.0,11.0,0.0,0.0,0.0,,1941,2,False
USC00118740,1941-03-01,2.3,7.24,-2.65,18.3,-13.9,37.1,11.9,7.0,4.0,0.0,0.0,497.2,0.0,2785.6,26.0,1.0,0.0,0.0,0.0,,1941,3,False
USC00118740,1941-04-01,13.53,19.15,7.9,28.9,1.1,107.0,28.4,14.0,10.0,1.0,10.7,154.9,10.7,2940.5,0.0,0.0,13.0,0.0,0.0,,1941,4,True
USC00118740,1941-05-01,18.9,25.07,12.73,32.2,4.4,100.3,48.3,11.0,5.0,1.0,70.0,52.5,80.7,2993.0,0.0,0.0,24.0,3.0,0.0,,1941,5,True
USC00118740,1941-06-01,22.64,28.32,16.96,35.0,10.0,157.3,30.0,15.0,12.0,2.0,132.5,3.4,213.2,2996.4,0.0,0.0,29.0,8.0,0.0,,1941,6,True
USC00118740,1941-07-01,23.95,29.91,17.99,35.6,12.2,83.1,29.5,9.0,6.0,1.0,174.4,0.2,387.6,0.2,0.0,0.0,30.0,8.0,0.0,,1941,7,True
USC00118740,1941-08-01,23.55,29.78,17.32,37.2,10.6,91.8,17.5,11.0,8.0,0.0,162.9,1.1,550.5,1.3,0.0,0.0,31.0,10.0,0.0,,1941,8,True
USC00118740,1941-09-01,20.78,27.02,14.54,32.2,4.4,124.8,38.4,10.0,7.0,2.0,101.4,28.0,651.9,29.3,0.0,0.0,26.0,2.0,0.0,,1941,9,True
USC00118740,1941-10-01,14.76,19.65,9.86,28.9,-2.8,228.7,54.4,18.0,15.0,2.0,18.8,129.6,670.7,158.9,2.0,0.0,15.0,0.0,0.0,,1941,10,False
USC00118740,1941-11-01,6.51,11.25,1.78,22.2,-10.6,84.7,30.5,10.0,6.0,1.0,0.0,354.6,670.7,513.5,13.0,2.0,1.0,0.0,0.0,,1941,11,False
USC00118740,1941-12-01,2.96,6.44,-0.51,16.7,-9.4,24.5,8.9,9.0,4.0,0.0,0.0,476.5,670.7,990.0,15.0,5.0,0.0,0.0,0.0,,1941,12,False
USC00118740,1942-01-01,-2.33,2.4,-7.05,13.3,-23.3,49.1,29.5,6.0,3.0,1.0,0.0,640.4,0.0,1630.4,26.0,10.0,0.0,0.0,5.0,,1942,1,False
USC00118740,1942-02-01,-2.55,0.68,-5.78,7.2,-16.7,97.5,38.4,11.0,5.0,2.0,0.0,584.8,0.0,2215.2,24.0,14.0,0.0,0.0,0.0,,1942,2,False
USC00118740,1942-03-01,6.22,11.22,1.23,23.3,-5.6,104.8,38.4,13.0,6.0,2.0,0.0,375.4,0.0,2590.6,15.0,0.0,3.0,0.0,0.0,,1942,3,False
USC00118740,1942-04-01,13.09,19.43,6.76,29.4,-1.1,84.5,28.7,9.0,6.0,1.0,11.3,168.5,11.3,2759.1,3.0,0.0,15.0,0.0,0.0,,1942,4,True
USC00118740,1942-05-01,16.91,22.49,11.33,32.8,3.9,90.6,25.1,13.0,7.0,0.0,43.6,87.7,54.9,2846.8,0.0,0.0,17.0,2.0,0.0,,1942,5,True
USC00118740,1942-06-01,22.0,27.49,16.5,33.9,7.2,99.6,18.5,15.0,9.0,0.0,125.5,15.6,180.4,2862.4,0.0,0.0,27.0,6.0,0.0,,1942,6,True
USC00118740,1942-07-01,24.62,30.24,19.0,34.4,12.2,125.7,56.4,13.0,8.0,1.0,194.8,0.0,375.2,0.0,0.0,0.0,31.0,6.0,0.0,,1942,7,True
USC00118740,1942-08-01,22.52,28.16,16.88,32.8,7.8,65.5,18.5,8.0,7.0,0.0,135.6,5.8,510.8,5.8,0.0,0.0,31.0,2.0,0.0,,1942,8,True
USC00118740,1942-09-01,18.37,24.03,12.72,33.3,-1.7,99.0,38.6,10.0,5.0,1.0,90.9,89.7,601.7,95.5,1.0,0.0,20.0,1.0,0.0,,1942,9,True
USC00118740,1942-10-01,13.2,18.86,7.54,27.8,-6.1,60.2,36.1,10.0,5.0,1.0,3.1,162.2,604.8,257.7,5.0,0.0,14.0,0.0,0.0,,1942,10,False
USC00118740,1942-11-01,6.81,11.74,1.89,23.3,-7.8,137.2,22.6,12.0,9.0,0.0,0.6,346.2,605.4,603.9,11.0,1.0,3.0,0.0,0.0,,1942,11,False
USC00118740,1942-12-01,-3.85,0.45,-8.15,15.0,-21.1,64.0,35.3,14.0,4.0,1.0,0.0,687.8,605.4,1291.7,27.0,16.0,0.0,0.0,4.0,,1942,12,False
USC00118740,1943-01-01,-2.17,1.98,-6.31,13.3,-20.0,15.9,3.3,13.0,1.0,0.0,0.0,635.5,0.0,1927.2,28.0,9.0,0.0,0.0,2.0,,1943,1,False
USC00118740,1943-02-01,0.71,6.51,-5.09,18.3,-20.0,27.8,15.0,7.0,3.0,0.0,0.0,493.4,0.0,2420.6,21.0,8.0,0.0,0.0,2.0,,1943,2,False
USC00118740,1943-03-01,2.56,8.34,-3.22,25.0,-19.4,96.6,38.6,7.0,5.0,1.0,0.0,489.0,0.0,2909.6,24.0,6.0,2.0,0.0,3.0,,1943,3,False
USC00118740,1943-04-01,9.85,16.22,3.48,25.0,-5.0,88.2,17.0,15.0,9.0,0.0,0.6,255.1,0.6,3164.7,10.0,0.0,6.0,0.0,0.0,,1943,4,True
USC00118740,1943-05-01,16.03,21.41,10.66,30.0,0.0,284.5,88.4,15.0,13.0,3.0,23.5,94.7,24.1,3259.4,1.0,0.0,16.0,0.0,0.0,,1943,5,True
USC00118740,1943-06-01,23.78,29.17,18.39,33.3,7.8,61.7,22.1,15.0,6.0,0.0,172.0,8.6,196.1,3268.0,0.0,0.0,29.0,11.0,0.0,,1943,6,True
USC00118740,1943-07-01,25.2,31.71,18.69,35.6,13.3,36.2,14.5,5.0,4.0,0.0,212.8,0.0,408.9,0.0,0.0,0.0,31.0,15.0,0.0,,1943,7,True
USC00118740,1943-08-01,24.36,30.18,18.55,35.6,11.1,100.1,86.4,7.0,2.0,1.0,188.1,1.1,597.0,1.1,0.0,0.0,31.0,10.0,0.0,,1943,8,True
USC00118740,1943-09-01,17.18,23.67,10.68,33.3,3.9,54.0,22.9,8.0,6.0,0.0,42.3,74.2,639.3,75.3,0.0,0.0,20.0,1.0,0.0,,1943,9,True
USC00118740,1943-10-01,13.01,19.31,6.72,28.9,-0.6,50.8,14.7,7.0,6.0,0.0,3.1,168.0,642.4,243.3,1.0,0.0,13.0,0.0,0.0,,1943,10,False
USC00118740,1943-11-01,3.48,8.06,-1.09,18.3,-6.7,55.1,15.2,10.0,4.0,0.0,0.0,445.5,642.4,688.8,20.0,0.0,0.0,0.0,0.0,,1943,11,False
USC00118740,1943-12-01,-2.12,2.0,-6.24,15.6,-19.4,32.5,9.4,6.0,4.0,0.0,0.0,634.0,642.4,1322.8,26.0,12.0,0.0,0.0,2.0,,1943,12,False
USC00118740,1944-01-01,0.69,5.6,-4.23,16.7,-14.4,9.3,3.8,4.0,2.0,0.0,0.0,547.0,0.0,1869.8,26.0,6.0,0.0,0.0,0.0,,1944,1,False
USC00118740,1944-02-01,0.07,4.77,-4.62,17.8,-23.3,94.0,29.2,9.0,5.0,2.0,0.0,529.5,0.0,2399.3,23.0,6.0,0.0,0.0,2.0,,1944,2,False
USC00118740,1944-03-01,2.46,7.03,-2.1,19.4,-10.6,118.3,43.7,13.0,8.0,1.0,0.0,492.0,0.0,2891.3,22.0,4.0,0.0,0.0,0.0,,1944,3,False
USC00118740,1944-04-01,9.86,15.27,4.44,22.2,-5.0,188.7,78.0,13.0,8.0,2.0,0.0,254.2,0.0,3145.5,5.0,0.0,4.0,0.0,0.0,,1944,4,True
USC00118740,1944-05-01,19.54,25.09,14.0,31.7,-1.7,195.5,34.8,18.0,14.0,3.0,98.2,60.7,98.2,3206.2,1.0,0.0,25.0,0.0,0.0,,1944,5,True
USC00118740,1944-06-01,24.48,31.0,17.96,36.7,6.7,66.4,32.0,9.0,4.0,1.0,188.1,3.6,286.3,3209.8,0.0,0.0,30.0,15.0,0.0,,1944,6,True
USC00118740,1944-07-01,24.2,31.11,17.3,35.6,9.4,97.1,33.5,8.0,8.0,1.0,182.0,0.0,468.3,0.0,0.0,0.0,31.0,13.0,0.0,,1944,7,True
USC00118740,1944-08-01,23.38,29.3,17.45,35.0,10.0,98.0,34.8,10.0,8.0,1.0,161.3,5.0,629.6,5.0,0.0,0.0,29.0,13.0,0.0,,1944,8,True
USC00118740,1944-09-01,19.39,25.16,13.62,32.2,6.7,71.6,22.6,9.0,7.0,0.0,59.8,28.1,689.4,33.1,0.0,0.0,26.0,1.0,0.0,,1944,9,True
USC00118740,1944-10-01,13.0,19.69,6.3,29.4,0.6,32.7,24.1,3.0,3.0,0.0,9.1,174.5,698.5,207.6,0.0,0.0,14.0,0.0,0.0,,1944,10,False
USC00118740,1944-11-01,6.56,9.95,3.16,23.3,-7.8,34.0,11.9,11.0,5.0,0.0,0.0,353.4,698.5,561.0,6.0,1.0,2.0,0.0,0.0,,1944,11,False
USC00118740,1944-12-01,-4.33,-0.19,-8.47,8.9,-20.6,29.3,10.9,8.0,4.0,0.0,0.0,702.7,698.5,1263.7,31.0,18.0,0.0,0.0,1.0,,1944,12,False
USC00118740,1945-01-01,-5.08,-1.24,-8.92,4.4,-20.6,9.2,4.8,6.0,1.0,0.0,0.0,725.7,0.0,1989.4,31.0,17.0,0.0,0.0,3.0,,1945,1,False
