"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (25,000 TO 49,999 $) AND AREA HARVESTED: (100 TO 249 ACRES)","51","41.7"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (25,000 TO 49,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","1,612","10.0"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (25,000 TO 49,999 $) AND AREA HARVESTED: (500 OR MORE ACRES)","6","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (250,000 TO 499,999 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","38","37.4"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (250,000 TO 499,999 $) AND AREA HARVESTED: (100 TO 249 ACRES)","4,543","13.7"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (250,000 TO 499,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","472","14.7"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (250,000 TO 499,999 $) AND AREA HARVESTED: (250 TO 499 ACRES)","1,351","39.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (250,000 TO 499,999 $) AND AREA HARVESTED: (500 OR MORE ACRES)","99","20.0"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (5,000 TO 9,999 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","869","6.7"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (5,000 TO 9,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","87","18.7"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (50,000 TO 99,999 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","415","15.4"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (50,000 TO 99,999 $) AND AREA HARVESTED: (100 TO 249 ACRES)","216","15.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (50,000 TO 99,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","3,697","7.1"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (50,000 TO 99,999 $) AND AREA HARVESTED: (250 TO 499 ACRES)","16","99.0"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (500,000 TO 999,999 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","13","25.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (500,000 TO 999,999 $) AND AREA HARVESTED: (100 TO 249 ACRES)","1,016","8.1"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (500,000 TO 999,999 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","78","15.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (500,000 TO 999,999 $) AND AREA HARVESTED: (250 TO 499 ACRES)","3,280","3.1"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (500,000 TO 999,999 $) AND AREA HARVESTED: (500 OR MORE ACRES)","587","28.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (LESS THAN 1,000 $) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","77","17.1"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","FARM SALES AND AREA HARVESTED","FARM SALES: (LESS THAN 1,000 $) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","4","97.8"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","33,740","3.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","57","9.8"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","17","31.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","34","31.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","190","6.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","189","6.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","299","5.1"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","168","21.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","258","5.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","303","7.2"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","51","8.5"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","20","33.5"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","53","19.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1111) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","4,239","7.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1111) AND AREA HARVESTED: (100 TO 249 ACRES)","8,353","7.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1111) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","10,166","5.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1111) AND AREA HARVESTED: (250 TO 499 ACRES)","5,366","9.7"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1111) AND AREA HARVESTED: (500 OR MORE ACRES)","5,616","3.0"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1112) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","34","20.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1112) AND AREA HARVESTED: (100 TO 249 ACRES)","7","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1112) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","7","35.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1112) AND AREA HARVESTED: (250 TO 499 ACRES)","5","32.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1112) AND AREA HARVESTED: (500 OR MORE ACRES)","4","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1113) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","16","33.5"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1113) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1114) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","20","23.2"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1114) AND AREA HARVESTED: (100 TO 249 ACRES)","7","44.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1114) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","4","(H)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1114) AND AREA HARVESTED: (250 TO 499 ACRES)","2","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1114) AND AREA HARVESTED: (500 OR MORE ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1119) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","129","7.4"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1119) AND AREA HARVESTED: (100 TO 249 ACRES)","23","14.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1119) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","36","15.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1119) AND AREA HARVESTED: (250 TO 499 ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1119) AND AREA HARVESTED: (500 OR MORE ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11191) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","128","7.5"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND AREA HARVESTED: (100 TO 249 ACRES)","23","14.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","36","15.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND AREA HARVESTED: (250 TO 499 ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND AREA HARVESTED: (500 OR MORE ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112111) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","150","11.5"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112111) AND AREA HARVESTED: (100 TO 249 ACRES)","40","30.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112111) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","81","10.1"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112111) AND AREA HARVESTED: (250 TO 499 ACRES)","16","61.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112111) AND AREA HARVESTED: (500 OR MORE ACRES)","12","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112112) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","16","17.8"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112112) AND AREA HARVESTED: (100 TO 249 ACRES)","48","55.2"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112112) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","50","20.0"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112112) AND AREA HARVESTED: (250 TO 499 ACRES)","28","35.4"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (112112) AND AREA HARVESTED: (500 OR MORE ACRES)","26","23.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11212) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","17","17.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11212) AND AREA HARVESTED: (100 TO 249 ACRES)","79","12.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11212) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","88","10.8"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11212) AND AREA HARVESTED: (250 TO 499 ACRES)","50","18.8"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (11212) AND AREA HARVESTED: (500 OR MORE ACRES)","24","25.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1122) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","18","50.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1122) AND AREA HARVESTED: (100 TO 249 ACRES)","60","13.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1122) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","25","13.7"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1122) AND AREA HARVESTED: (250 TO 499 ACRES)","67","12.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1122) AND AREA HARVESTED: (500 OR MORE ACRES)","133","9.5"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1123) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","30","15.8"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1123) AND AREA HARVESTED: (100 TO 249 ACRES)","6","50.0"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1123) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","13","14.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1123) AND AREA HARVESTED: (250 TO 499 ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1123) AND AREA HARVESTED: (500 OR MORE ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1124) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","18","37.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1124) AND AREA HARVESTED: (100 TO 249 ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1124) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","1","(L)"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1125 & 1129) AND AREA HARVESTED: (1.0 TO 24.9 ACRES)","26","40.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1125 & 1129) AND AREA HARVESTED: (100 TO 249 ACRES)","10","25.1"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","NAICS CLASSIFICATION AND AREA HARVESTED","NAICS CLASSIFICATION: (1125 & 1129) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)","12","68.0"
